Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_01_1976.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_02_1977.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_03_1978.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_04_1979.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_05_1980.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_06_1981.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_07_1982.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_08_1983.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_09_1984.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_10_1985.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_11_1986.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_12_1987.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_13_1988.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_14_1989.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_15_1990.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_16_1991.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_17_1992.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_18_1993.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_19_2003.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_20_2004.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_21_2005.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_22_2006.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_23_2007.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_24_2008.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_25_1950.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_26_1951.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_27_1952.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_28_1953.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_29_1954.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_30_1955.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_31_1956.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_32_1957.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_33_1958.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_34_1959.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_35_1960.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_36_1961.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_37_1962.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_38_1963.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_39_1964.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_40_1965.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_41_1966.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_42_1967.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_43_1968.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_44_1969.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_45_1970.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_46_1971.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_47_1972.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_48_1973.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_49_1974.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_50_1975.d
O60825	O60825	F262_HUMAN	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	7080.3	9884.23	11099.7	10064.2	2943.79	7930.22	14413.8	4634.42	7389.39	12595.2	9638.05	4987.95	7320.63	20238.5	9962.42	8092.54	12726.8	6783.55	6695.11	5542.04	7188.64	7154.37	7948.39	6171.48	11159.6	5256.44	11841.2	8171.25	9920.93	8141.03	7051.23	4203.98	11246.4	8390.19	8471.56	7568.32	13127.6	4980.64	11091.4	22312.7	11556.5	5856.54	7879.32	7161.6	4941	10139.4	14889.5	11512.5	5208.82	7791.02
O60826	O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	8845.62	11180.3	9658.98	9733.99	12406.4	11792.5	10842.9	11349.6	10811.9	9802.29	11855.5	11691.6	13203.9	11249.5	9984.98	10338.3	12605	10964.1	12017.8	12850.9	12156.2	13013	11152	12553.7	11819.3	11634.9	13959.5	10214.7	11014.4	10556.1	12359.1	12474.5	9516.55	12147.7	12068.5	11167.5	10921.9	12657.9	10504.8	10643.6	9045.52	12047	12711.5	12700.5	13984.4	12395	13225.2	13607.3	10631.4	12364.1
O60828	O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	31859.4	32104.4	30740.5	36530.7	22398.6	28869.1	19326.2	24148.5	21853.8	11791.7	29236.1	35035	30294.6	37113	38399.1	33288.5	32640.7	32072	32047.6	25097.6	26901	25212.7	27445.7	26262.6	31623.8	33890.7	30598.6	23758.6	33338.8	17120.8	23184.1	31527.8	25287.4	23463.1	25125.7	37205.2	29594.1	31826.9	35207.2	23205	36249.5	37625.5	32090.9	28657.8	34163.5	31425.2	28622.9	26841.6	28623.3	17537
O60830	O60830	TI17B_HUMAN	TIMM17B	Mitochondrial import inner membrane translocase subunit Tim17-B	4828.78	6979.37	6410.83	6025.92	4201.06	4591.05	2462.14	4566.57	4664.66	1868.69	8412.43	7477.64	6218.88	7348.06	8229.1	6540.31	7303.12	4419.73	8661.39	7038.01	7198.69	8037.91	6178.01	9605.8	6104.79	3559.65	4249.71	6885.24	3833.27	2322.9	2274.1	5027.98	4342.63	2616.19	3697.12	15759.9	5843.14	3466.26	5150.5	4516.81	5213.49	7466.8	4458.26	5888.12	6524.01	2626.59	4693.24	3299.64	3104.64	1372.99
O60831	O60831	PRAF2_HUMAN	PRAF2	PRA1 family protein 2	19251.9	7014.53	14841.2	19012.9	28072	21240.8	19337.4	14184	24068.3	22410	26859.6	19709.5	21846.9	13674.4	9876.53	22936.1	19392.3	19431.6	22797	11843.6	16869.7	29583.9	18179.3	21133.4	21750	21209.7	10318.9	18831.1	19043.9	25289.1	25118	22669.3	25358.7	10448.3	17901.2	53727.3	25134.4	22289.1	21339.5	22809.7	22411.5	22919.2	16563.1	24413.4	26327.9	18749.2	11108.6	20038.7	22873.9	21250.2
O60832	O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	87274.3	50350.5	91294.6	53482.5	46516.6	73856.6	73131.5	99901.1	59847	88182.1	57369.9	75297.5	63639.2	81598.2	56026.2	63933.4	53458	71419.3	69071.5	51366.1	65501.9	37972.4	44034.2	43170.8	58810.3	84728.4	65360.9	57268.1	57514.7	39785.4	70992.1	77964.9	91355.6	53804.9	55071.4	81968.2	47279	74409.2	72212	39178.3	81757.8	50666.7	65794.5	67359.9	53706.7	73527.6	73668.8	49653.4	59489.9	85912.9
O60841	O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	17732.2	20338.8	18307.9	18307.4	18512	20464.3	15732.2	17034.4	17247.8	12570.5	19598.1	21274.2	23671.2	19967.4	27405.6	21106.4	26664.5	19452.1	21947	20465.1	18793.1	18967.4	22847.2	17584.5	23348.5	17505.9	24878.5	15177.1	19374.6	15668.1	19145.4	15261	19716.2	19927.3	19081.6	14165.2	22077.4	17950.7	21571.1	18639	18627.3	20646.1	17863.7	21804.2	19379	17277.6	22970	20894.9	16945.7	16505.5
O60858	O60858	TRI13_HUMAN	TRIM13	E3 ubiquitin-protein ligase TRIM13				942.121		1595.48	838.215		1432.92	920.19	1832.88	1399.95		2525.26	1286.39	2024.63	584.362	1409.41	1170.15						1435.49	1088.29	1388.82	1402.97	994.468	1438.6	848.026		1298.31	1062.38			1457.34	766.472	1303.24	1310.72	1052.95	428.731	1212.31	1352.43	2025.48	1503.05	1272.54	1079.56	1214.36	828.713
O60861	O60861	GAS7_HUMAN	GAS7	Growth arrest-specific protein 7	275.845					536.794					3761.83			957.227				486.526			924.979			997.306						1412.82				718.16	1685.95		1050.1							466.645	620.628				591.286	
O60869	O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	26878.8	14948.9	17282.7	30819.3	15462	25620.8	26637.5	26059.2	15089.8	22111.9	21601.6	33849.8	25477.4	27949.8	28631.2	32958.2	23195.6	25231.9	29810.4	29376.3	26259.3	19957.6	25270.1	26357.6	26009.3	28458.3	23700.7	13257.8	26455.2	15049.4	32387.2	31299.1	29176.2	19415.6	21512.4	18931.1	21419.4	32665	26703	13626.3	35267.6	20099.8	30296.6	27678.7	27787.7	30663.2	23709.8	24166.3	29168.7	33299.2
O60870	O60870	KIN17_HUMAN	KIN	DNA/RNA-binding protein KIN17	3228.58	2705.62	2412.3	3496.61	3492.17	3171.28	2403.83	3110.6	1648.26	3452.98	2643.72	3575.54	3436.6	3479.93	2682.58	3200.87	2679.27	2951.04	2375.8	2012.64	3156.79	3523.84	2934.73	3012.79	2633.97	2971.14	3007.95	2515.74	2999.25	4605.27	2770.05	2037.79	2404.46	2272.47	3315.74	3076.36	2841.1	2335.08	2572.59	3520.2	2700.14	2797.78	2407.66	2785.46	3151.47	3046.91	2367.01	3525.07	2884.98	2997.47
O60879	O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	4403.62	2487.18	3462.85	3577.96	2364.45	3863.5	4706.32	3794.91	3408.54	4357.47	3296.57	3849.58	4679.85	4017.43	3522.47	5231.58	3322.38	3699.67	4267.32	2756.25	3188.83	4704.73	4009.19	3656.44	3163.88	3253.05	5278.69	3399.32	3973.55	5733.89	4490.67	2486.17	3199.84	4750.75	4163.21	2566.01	2622.02	3118.63	3027.68	3602.11	3577.49	3505.45	4305.38	3865.25	3360.4	3323.82	3191.73	4392.23	3974.72	3395.75
O60880	O60880	SH21A_HUMAN	SH2D1A	SH2 domain-containing protein 1A	888.805	2613.87	722.726	778.977	1887.28	1207.92	506.786	1004.04	1481.36	1584.16	2765.98	525.328	1564.62	1737.83	1448.09	906.748	2119.78	1306.15	474.256	1199.88	1222.04	4585.69	2143.76	1697	1498.63	573.768	1974.9	519.522	2176.1	4696.92	1602.67	165.865	866.061	4941.26	2049.88	1292.55	1896.37	1652.84	1713.99	3227.51	1472.03	1561.81	536.026	2431.08	1171.23	798.892	646.521	1477.18	20195.2	1056.4
O60884	O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	25852.2	25880.1	24908	28490	26998.2	27365.8	24211	25444.2	24067.9	13874.5	28000.6	27908.1	23912.8	18347.3	24073.8	28950	25340.1	30076.4	21039.6	25420.5	27318.4	24487.1	26892	20566.8	28380.4	22825.6	28603.3	28575.6	28875.9	23028.7	22956	21895.9	20304.3	23951.2	21870.6	17652.4	23311.6	23405.5	27732.2	25842.3	26582.4	23045	29440.3	26738.5	31747.7	24092	22978.2	23752.3	25646.3	21343.7
O60885	O60885;Q15059	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	32330.6	21089.7	28030.2	28338.2	26831	29630.5	26853.7	27338.9	22586.6	26855.8	27625.1	29320.4	27725.8	24836.1	22453.1	30492.7	30052.8	30583.5	29747.8	22809.4	29019.1	24065	18878.1	26136.8	24815	30913.9	27049.2	25919.2	25788.1	22458.4	27580	29185.4	24706.9	21839.3	29601.6	31069	28694.4	25898.1	25127.2	21597	28989.9	22553.6	29252.2	20395.6	26896.3	24961.7	23333.2	25142.5	23110.3	24106.2
O60888	O60888	CUTA_HUMAN	CUTA	Protein CutA	37074.3	79456.3	30275.6	17986.7	35839.1	41147.9	34152.4	45697.9	40494.3	31074.5	40552.9	96228.1	54896.9	64503.8	46873.9	68829.3	83375.5	49682.6	141071	99695.8	89496.7	51985.4	66721.7	72087.9	30501.5	40249.8	26163.3	30854.3	22165.3	30339.4	28816.3	46387.2	101224		30587	28201.1	30044.9	38975.9	27477.2	31276.7	27692.2	31553.2	44992.4	42502	39821.1	30198.5	31849.8	25347.4	28127.6	118674
O60906	O60906	NSMA_HUMAN	SMPD2	Sphingomyelin phosphodiesterase 2	1905.86	1493.25	2734.62	2878.04	2989.79	2364.14	3054.28	2945.78	3131.61	2781.58	2296.47	3615.33	2837.18	2160.15	3739.61	4151.64	2238.74	2754.77	2386.33	2524.21	3407.28	3762.79		1272.8	2670.26	2132.2	2706.12	1898.27	2216.61	2842.39	2453.22	2091.48	3348.31	1573.19	2535.84	1112.74	1879.62	2744.39	1879.4	2144.22	2827.27	2812.22	2604.8	2125.07	2522.4	3074	1923.6	3619.63	2099.56	2566.85
O60907	O60907;Q9BQ87	TBL1X_HUMAN	TBL1X	F-box-like/WD repeat-containing protein TBL1X	2178.8	3499.5	2426.84	3219.83	4759.36	5901.4	3849.43	3048.78	2037.99	3361.22	4008.21	3760.61	4445.34	1887.8	3544.49	4792.38	3288.54	3782.77	3084.05	3918.19	3699.74	2310.65	2682.9	2450.77	2478.49	4150.51	6200	2668.76	3692.49	3483.78	2789.01	3740.64	3853.26	3575.12	3439.44	3760.28	3733.01	3662.69	2869.06	3374.56	2854.61	2807.61	2895.51	3615.1	3005.31	3994.59	3154.82	2893.61	3202.32	1288.08
O60921	O60921	HUS1_HUMAN	HUS1	Checkpoint protein HUS1	3168.18	5544.95	4313.5	3888.55	4448.7	3236.35	3816.39	4201.51	4642.86	3568.63	3756.13	3333.54	5382.22	5919.72	4212.58	6356.34	4205.19	4278.52	3189.76	4399.49	4651.48	5290.63	4998.79	6724.91	3454.78	3302.58	2950.97	3977.83	3194.18	5142.59	3593.92	3031.66	2946.23	4239.07	4250.88	4517.82	3238.69	3323.41	2904.52	3541.38	3317.55	3107.08	3630.59	3056.14	1972.43	2716.56	3532.09	3478.89	4838.59	2068.71
O60925	O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	38237.3	25080.9	38848.1	32109.8	25881.6	36520.8	35362.9	42333.2	35374.9	32940.9	33623.3	38941.3	32974.9	38122.3	28551.4	38614.2	44191	43318.1	35514.6	32499.3	38573.5	37793.4	31968.4	43694.6	31772.5	37860.3	39095.8	33070.8	35389.9	31003.5	41056.4	27704.1	35038	38450.8	32375.8	22662.9	31297.4	37516	38110.5	38097.8	43767.9	32161.1	41395.9	37098.3	33180.8	34507.2	37086.5	35233.3	44625	44163.4
O60927	O60927	PP1RB_HUMAN	PPP1R11	E3 ubiquitin-protein ligase PPP1R11	5613.94	5357.34	5283.33	2914.75	3391.04	3453.71	3130.96	3502.23	2576.34	3445.23	2785.48	4954.86	4690.9	4430.6	2346.2	3921.04	1641.54	3743.96	1540.44	674.155	1178.68	1980.39	571.083	1553.33	3644.86	5283.22	3170.99	2381.33	2205.43	4430.33	3029.5	3941.2	3466.46	2733.61	4175.07	2954.6	2944.35	3759.47	3256.23	4169.9	3409.79	3285.14	3830.09	3773.96	3127.41	2786.42	2450.59	4000.61	2975.59	1977.15
O60930	O60930	RNH1_HUMAN	RNASEH1	Ribonuclease H1	1062.26	1440.77	1761.96	1276.5	734.455	1001.41	878.121	1670.85	1426.93	1943.47	896.089	926.17	1362.31	925.049	793.578	1194.44	795.667	1229.8	1301.57		1287.34	590.615	575.4		842.029	1081.54	1036.14		1233.75	413.561	1288.46	1082.37	937.599	1129.2	703.789	883.615	1048.84	869.927	1016.19	731.463	924.837	495.8	827.828	1199.12	1025.46	1105.6	1328.64	1266.54	661.006	1119.95
O60934	O60934	NBN_HUMAN	NBN	Nibrin	18522.7	16793.6	16560.4	16943.5	13513.5	14559.4	14426.4	14525.3	16212.8	13146.2	18846	13774.3	15842.8	20405.3	12505.6	15118.7	17565.7	17339.4	17407	17353.2	18802.4	15274.5	16385.4	17267	13011.3	16027.4	13989.3	12824.8	14323.8	12698.1	15670.3	11945.9	15072.5	14883.4	18332.6	15072.5	15556.9	15563.1	16338.6	14317.2	15133.7	18565.8	12778.8	14818.2	14275.4	15164.1	13576.5	13757	13764.4	12037.7
O60942	O60942	MCE1_HUMAN	RNGTT	mRNA-capping enzyme	9932.58	5714.76	10393.3	6376.22	4696.87	8947.57	8121.54	8792.07	5899.13	8308.41	7319.28	7479.33	7731.21	5912.84	6022.82	6907.4	9710.32	9303.43	6891.12	5710.37	7129.37	4717.43	5500.25	4733.1	8096.31	9458.33	8054.75	5341.21	7257.83	4503.96	8835.81	8879.37	6788.49	6181.79	8174.96	3225.28	7530.15	9551.92	9519.61	6213.47	7886.38	6109.53	9218.73	7000.42	4943.46	7113.34	6704.17	7848.01	7037.45	10336
O75027	O75027	ABCB7_HUMAN	ABCB7	ATP-binding cassette sub-family B member 7, mitochondrial	7967.45	15618.2	20577	19826.2	15198.3	21151.2	20613.5	25499.2	18610.4	23206.1	15414	19176.1	23917.4	6586.87	24601.3	20944.1	20091.7	21343.7	7408.41	21385.8	21385.1	13331	20293.8	16425.3	32586.8	22026.5	19293	17830	14823.8	11324	14244	14996.7	17574.5	13678.5	15763.6	32872.9	17302.1	26646.3	19003.9	19089	18995.2	21933.3	17939.9	19010.7	14965.1	17661.1	19943.4	15208.1	11309.4	16326.8
O75037	O75037	KI21B_HUMAN	KIF21B	Kinesin-like protein KIF21B	598.592	1643.92	772.962	780.125	1973.56	803.032	488.824	1208.37	965.062	742.677	1217.81		511.337		1491.12	785.923	760.179	1106.66	928.211		1045.9				767.235	865.013	976.765	1950.99	782.237	1188.92	683.465	497.633	441.827	1126.97	860.313		902.409	800.679		1002.2	583.234	730.9	652.926	830.016	854.676	953.234		1141.32	842.8	634.871
O75044	O75044;Q7Z6B7	SRGP2_HUMAN	SRGAP2	SLIT-ROBO Rho GTPase-activating protein 2	4483.47	5823.66	2786.91	3430.61	3365.12	3031.14	4769.11	3180.79	2379.6	4343.09	2464.45	3263.26	3418.27	5004.11	3888.31	3172.59	3305.48	5318.96	2460.7	4037.33	3296.56		3664.53	4659.19	3477.63	2883.25	3343.54	3185.45	3899.43	4663.43	4536.26	1693.53	2639.49	4740.19	3401.8	2404.21	4698.07	2814.06	3284.55	4600.33	3510.08	3659.62	3152.6	3549.81	3299.88	3321.51	3600.79	3668.97	4390.92	2689.61
O75063	O75063	XYLK_HUMAN	FAM20B	Glycosaminoglycan xylosylkinase	2559.37	2545.99	1781.71	2673.59	4719.96	3191.04	2663.49	2382.09	1839.2	3564.43	2872.4	2543.56	3068	3611.48	2182.1	2057.62	2375.9	3349.09	2032.89		2482.18			2496.29	2450.61	4181.64	2666.97	3561.43	2421.5	2735.99	2754.81	3856.41	2923.73	3052.3	2742.98	3554.7	2581.15	2690.87	1668.17	2577.16	3197.77	1677.94	2714.19	2955.84	3205.07	2152.48	2334.05	1545.94	2584.82	3067.02
O75064	O75064	DEN4B_HUMAN	DENND4B	DENN domain-containing protein 4B	5759.82	8505.71	5259.9	5440.94	6436.62	5888.6	5425.84	4670.65	8526.36	3796.56	6578.11	7418.66	6838.36	6883.9	5508.9	6926.84	6443.55	6385.65	4309.62	6997.01	6148.65	7956.26	8575.32	8501.07	6567.69	4252.11	4925.72	6221.99	4538.89	10215.8	5099.36	4959.54	5187.53	8682.97	7611.89	4852.73	10197.1	6723.02	5265.88	8744.62	5382.28	7323.15	5985.94	5851.18	7465.68	5042.3	3739.18	6744.11	4274.95	4284.95
O75081	O75081	MTG16_HUMAN	CBFA2T3	Protein CBFA2T3	1555.74		1685.95	2568.83	1430.14	2146.52	2362.71	1096.55	3141.08	1503.67	2505.79	1825.65	1758.52		3075.9	2528.52	2141.95	2048.58	1696.25		2365.94	3416.23			1522.2	1788.1	2977.37	2944.52	1504.36	1921.57	1616.68	3435.45	1708.14	1687.39	2167.25	2197.59	2336.7	2667.13	1542.36	1865.78	1776.44	2781.57	1565.29	1696.51	2166.31	1461.51	2159.58	1228.02	1386.17	1403.61
O75083	O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	236764	219088	195226	306597	229165	292795	366888	240935	279427	298462	259123	309507	248714	211044	280586	318414	291859	319697	251612	279243	291510	228882	270916	247921	298278	222778	319357	243192	345360	253146	285557	173841	208685	365884	289580	127991	294731	292754	287112	369021	304632	269306	290002	301008	306122	280724	301105	363134	356474	238132
O75113	O75113	N4BP1_HUMAN	N4BP1	NEDD4-binding protein 1	1794.16	3326.39	3042.04	2228.3	2264.21	2860.63	1039.47	1974.98	2278.76	2701.32	3193.16	2013.76	2953.77	3686.5	2782.72	3750.96	2480.33	2283.34	1662.51	3651.66	3034.11	3605.54	4364.76	4192.98	2173.26	1676.85	2425.77	1682.29	1847.88	2694.98	1926.36	2314.12	1693.85	3244.26	2611.59	1252.88	2982.44	2282.97	2468.78	3132.4	1618.13	2385.28	1947.19	2458.99	2924.67	2154.27	2814.9	2641.71	3923.01	1753.14
O75116	O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	8159.44	8096.24	6098.83	8351.07	10154	7189.1	9173.06	7945.74	6722.19	7100.34	8380.13	7854	8207.49	7204.49	8603.88	10035.7	8127.3	7615.04	9510.44	9050.35	8429.95	8279.32	8391.48	8979.99	8895.87	7511.34	10291	8153.96	9821.42	11903.6	8493.77	5633.04	8574.89	10087.7	11669.4	6220.96	7689.04	6491.97	7129.7	8373.37	6713.63	7031.67	8121.53	5676.15	8584.88	8664.4	7960.4	8422.97	8115.98	6929.71
O75122	O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	10035.4	10181.8	10475.2	9259.85	9272.21	8200.7	8701.76	10471.8	9614.32	9754.61	8525.24	9302.9	10267	10877.2	7700.76	9630.65	8615.09	9482.55	8608.48	8685.65	9954.72	8119.76	9561.45	10111.9	8600.23	8508.34	9498.77	9969.59	9982.05	9362.21	9734.92	8842.68	7193.46	10102.1	9192.88	7000.28	9071.27	9475.55	8980.01	9788.93	8632.85	8952.15	10333.8	8755.72	8284.28	8665.24	7400.82	8944.59	8496.98	8591.64
O75127	O75127	PTCD1_HUMAN	PTCD1	Pentatricopeptide repeat-containing protein 1, mitochondrial	1518.34		1483.36	1047.81		1630.68	943.342	2288.73		1216.78	626.79	1819.64	654.668	1127.03	2264.65	1998.12	2022.03	1993.56	1472.43				1276.38		2035.91		1326.69		1051.76		1479.42		1712.4	1363.46	921.051	1031.87		1931.21		1448.93	1098.06		1106.02	1485.96		1170.15	1752.06	1566.24	1105.15	1308.88
O75131	O75131	CPNE3_HUMAN	CPNE3	Copine-3	37570.1	18065.9	46257.8	33386.2	24327.8	40803.2	37998.6	48580.4	29238.9	34262.2	31673.9	34172.2	29686.3	24059.7	29701.1	36583.5	43560.7	48338.6	29542.1	32772.5	34602.7	32046.8	32989.4	25127.7	29998.4	40326.9	41886.1	26331	35175.7	24503.8	56686.7	22220.4	38530.4	40352.5	25940.6	25927.3	33419	45964.8	34824.4	30967.7	33884.1	24917.1	44011.8	36691.4	31344.6	44436.6	45826.4	42568.4	35582.9	49458.6
O75140	O75140	DEPD5_HUMAN	DEPDC5	GATOR complex protein DEPDC5	1992.87	5090.04	2491.62	3212.3	2849.6	4127.99	3545.7	3003.1	3258.76	3731.75	4341.87	4272.67	3764.23	2600.92	3202.92	3563.4	3595.81	4012.67	1826.42	3345.93	2925.49	4488.71	3927.39	2558.38	3152.05	3718.05	2882.58	3235.85	3014.76	3091.69	2591.05	2753.9	3114.49	3060	2952.74	2897.96	3093.51	2834.58	3617.99	2945.68	2926.89	3618.77	3152.99	3675.01	3486.57	3499.11	3233.77	3586.87	3113.85	3913.47
O75143	O75143	ATG13_HUMAN	ATG13	Autophagy-related protein 13	1326.25	553.258	1192.07	1601.16	1059.33	1228.29	1402.84	1406.83	1797.69	1110.92	1138.81	1575.98	1597.11	1503.13	1578.63	1706.26	1583.49	2266.4	2134.68	2047.25	1951.48			1375.73	1964.56	2164.23	1578.1	809.86	1856.16	1329.94	2056.94	1857.88	1806.61	1829.15	1307.03	1306.39	1516.68	1905.41	2242.57	1900.8	1433.28	1543.69	1749.28	2454.8	1366.39	1982.47	1482.72	1762.71	2407.71	2096.75
O75144	O75144	ICOSL_HUMAN	ICOSLG	ICOS ligand	578.611		906.9	851.848		1358.12	809.552	744.284	1049.54		1203.13	1795.5	1600.09	866.475	1493.08	1777.28		933.077	2383.56		770.241			618.155	786.554	2178.12	1584.77	690.081	814.414	434.503	533.828	1435.88	1605.3	577.722	984.758	689.367	533.162	1829.87	844.851	2053.65	1049.56		1089.36	768.905	1259.49	789.752	756.791	1138.84	478.115	413.746
O75146	O75146	HIP1R_HUMAN	HIP1R	Huntingtin-interacting protein 1-related protein	39567.2	34398.8	26904.8	106331	10308.3	13812	21984.7	22720.6	53354.3	18576.3	40217.2	23908.1	19161.1	24900.5	38822.2	18807.9	72521.7	31645.4	17768.9	80992.4	14884.7	16971.5	81337.5	24677.7	78816.9	11058	64657.2	19066.5	118369	78345.2	7102.6	14883.6	13802.3	77193.1	64278.8	10282.8	60285.4	7775.23	58952	91807.1	21428.8	65623.6	44869.4	50763.9	14430.8	38926.3	56568.4	123318	39443	18737.3
O75150	O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	11923.9	9505.79	12406.6	11283.1	9714.49	11500	10128.7	10477.2	9177.8	10893.4	8392.8	12232.8	11085.1	10812.2	12101.5	12728.1	9365.39	11171.2	11726.7	9482.75	12446.2	8881.02	8646.73	10163.7	8768.25	10399.4	10031.7	10790.8	9927.72	8651.87	10152.5	12235	9759.57	10009.3	9748.85	9518.24	9360.25	11082.3	10026.1	8449.54	10704	9589.62	10558.5	9723.47	11507.8	11191	9456.61	10577.5	11973.6	10228.9
O75151	O75151	PHF2_HUMAN	PHF2	Lysine-specific demethylase PHF2	5649.31	5516.86	3141.47	4609.39	6778.1	5889.29	4862.52	5813.18	6292.38	4349.83	5852.74	7238.74	5124.17	4896.48	8933.12	6404.83	5074.66	5639.96	5988.62	6293.43	7597.87	4453.58	6382.19	5924.16	4870.74	5643.61	5823.95	5339.24	4564.96	4626.02	5386.7	6851.7	4160.88	4644.04	4636.77	5825.15	5559.78	6064.07	3965.81	5852.23	3844.09	4732.32	6365.48	5263.08	7178.98	5973.73	4365.22	4648.8	5401.39	4783.81
O75152	A0A1B0GTU1;O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	19901.6	14723.1	11169.3	13207.7	12175.6	13040.5	13137.6	12956.3	11749.4	12837.2	12655.4	13820.1	11783.6	22609.4	15277.2	12918.2	11899.3	13927.9	18215.7	13539.5	15472.4	13932.9	15069.5	14469.9	11168.4	14181.9	12583.6	10737.6	11650.7	10716.2	11093	15281.3	14322.6	12373.6	12324.1	16769.2	13282.6	12026.9	11804.7	10264.4	12879.1	12728	15764.8	9820.31	12461.6	11926.8	11606.3	12048.3	12972.6	13015.6
O75153	O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	3123.4	2750.71	2747.15	2362.46	3166.85	2312.32	2575.36	1764.33	3529.39	1421.68	2879.04	3199.88	3103.69	4913.73	3608.02	2739.9	3093.15	2666.2	3630.27	2319.62	2573.75	2869.11	3488.34	2071.34	2946.69	3043.93	2511.37	2889.82	1937.75	2647.87	2509.53	2929.01	3083.45	3193.71	2691.31	2342.5	1961.86	2715.22	2585.69	3128	1924.36	3584.25	2201.17	2830.35	1926.14	2209.67	5275.88	2512.05	2156.75	3133.53
